Time		V		A		Wh		Ah	CA_Ah
08:58.6		40.35		5.83		39.7		0.98	52.70
08:59.6		40.35		5.82		39.8		0.98	52.70
09:00.6		40.35		5.84		39.9		0.98	52.70
09:01.6		40.35		5.83		39.9		0.98	52.70
09:02.6		40.34		5.83		40.0		0.98	52.70
09:03.6		40.35		5.84		40.1		0.99	52.70
09:04.6		40.35		5.84		40.1		0.99	52.70
09:05.6		40.34		5.83		40.2		0.99	52.71
09:06.6		40.34		5.84		40.3		0.99	52.71
09:07.6		40.35		5.83		40.3		0.99	52.71
09:08.6		40.35		5.82		40.4		0.99	52.71
09:09.6		40.34		5.84		40.4		0.99	52.71
09:10.6		40.35		5.83		40.5		1.00	52.72
09:11.6		40.34		5.83		40.6		1.00	52.72
09:12.6		40.34		5.82		40.6		1.00	52.72
09:13.6		40.35		5.83		40.7		1.00	52.72
09:14.6		40.34		5.82		40.8		1.00	52.72
09:15.6		40.34		5.83		40.8		1.00	52.72
09:16.6		40.35		5.82		40.9		1.01	52.73
09:17.6		40.35		5.83		41.0		1.01	52.73
09:18.6		40.35		5.82		41.0		1.01	52.73
09:19.6		40.35		5.82		41.1		1.01	52.73
09:20.6		40.35		5.83		41.2		1.01	52.73
09:21.6		40.34		5.83		41.2		1.01	52.73
09:22.6		40.34		5.83		41.3		1.02	52.73
09:23.6		40.34		5.83		41.4		1.02	52.74
09:24.6		40.34		5.83		41.4		1.02	52.74
09:25.6		40.34		5.84		41.5		1.02	52.74
09:26.6		40.35		5.82		41.6		1.02	52.74
09:27.6		40.34		5.82		41.6		1.02	52.74
09:28.6		40.34		5.83		41.7		1.03	52.74
09:29.6		40.35		5.81		41.8		1.03	52.75
09:30.6		40.35		5.82		41.8		1.03	52.75
09:31.6		40.34		5.83		41.9		1.03	52.75
09:32.6		40.34		5.83		42.0		1.03	52.75
09:33.6		40.34		5.83		42.0		1.03	52.75
09:34.6		40.34		5.82		42.1		1.04	52.75
09:35.6		40.34		5.82		42.1		1.04	52.76
09:36.6		40.34		5.82		42.2		1.04	52.76
09:37.6		40.35		5.82		42.3		1.04	52.76
09:38.6		40.34		5.83		42.3		1.04	52.76
09:39.6		40.34		5.82		42.4		1.04	52.76
09:40.6		40.35		5.83		42.5		1.05	52.76
09:41.6		40.34		5.83		42.5		1.05	52.77
09:42.6		40.34		5.83		42.6		1.05	52.77
09:43.6		40.34		5.82		42.7		1.05	52.77
09:44.6		40.34		5.83		42.7		1.05	52.77
09:45.6		40.34		5.82		42.8		1.05	52.77
09:46.6		40.34		5.82		42.9		1.05	52.77
09:47.6		40.34		5.82		42.9		1.06	52.77
09:48.6		40.34		5.82		43.0		1.06	52.78
09:49.6		40.34		5.81		43.1		1.06	52.78
09:50.6		40.34		5.82		43.1		1.06	52.78
09:51.6		40.34		5.82		43.2		1.06	52.78
09:52.6		40.34		5.81		43.3		1.06	52.78
09:53.6		40.34		5.82		43.3		1.07	52.78
09:54.6		40.34		5.82		43.4		1.07	52.79
09:55.6		40.34		5.82		43.5		1.07	52.79
09:56.6		40.34		5.83		43.5		1.07	52.79
09:57.6		40.34		5.82		43.6		1.07	52.79
09:58.6		40.34		5.82		43.6		1.07	52.79
09:59.6		40.34		5.83		43.7		1.08	52.79
10:00.6		40.34		5.83		43.8		1.08	52.80
10:01.6		40.33		5.81		43.8		1.08	52.80
10:02.6		40.33		5.82		43.9		1.08	52.80
10:03.6		40.32		5.82		44.0		1.08	52.80
10:04.6		40.31		5.82		44.0		1.08	52.80
10:05.6		40.30		5.82		44.1		1.09	52.80
10:06.6		40.29		5.82		44.2		1.09	52.81
10:07.6		40.28		5.82		44.2		1.09	52.81
10:08.6		40.28		5.82		44.3		1.09	52.81
10:09.6		40.26		5.82		44.4		1.09	52.81
10:10.6		40.25		5.81		44.4		1.09	52.81
10:11.6		40.25		5.82		44.5		1.10	52.81
10:12.6		40.23		5.82		44.6		1.10	52.81
10:13.6		40.23		5.82		44.6		1.10	52.82
10:14.6		40.22		5.81		44.7		1.10	52.82
10:15.6		40.21		5.81		44.8		1.10	52.82
10:16.6		40.21		5.82		44.8		1.10	52.82
10:17.6		40.20		5.82		44.9		1.10	52.82
10:18.6		40.20		5.81		45.0		1.11	52.83
10:19.6		40.20		5.82		45.0		1.11	52.83
10:20.6		40.20		5.81		45.1		1.11	52.83
10:21.6		40.20		5.82		45.1		1.11	52.83
10:22.6		40.20		5.81		45.2		1.11	52.83
10:23.6		40.20		5.83		45.3		1.11	52.83
10:24.6		40.20		5.82		45.3		1.12	52.84
10:25.6		40.20		5.81		45.4		1.12	52.84
10:26.6		40.20		5.82		45.5		1.12	52.84
10:27.6		40.20		5.82		45.5		1.12	52.84
10:28.6		40.20		5.82		45.6		1.12	52.84
10:29.6		40.19		5.81		45.7		1.12	52.84
10:30.6		40.20		5.82		45.7		1.13	52.84
10:31.6		40.20		5.82		45.8		1.13	52.85
10:32.6		40.20		5.82		45.9		1.13	52.85
10:33.6		40.19		5.82		45.9		1.13	52.85
10:34.6		40.19		5.81		46.0		1.13	52.85
10:35.6		40.20		5.82		46.1		1.13	52.85
10:36.6		40.19		5.82		46.1		1.14	52.85
10:37.6		40.20		5.80		46.2		1.14	52.86
10:38.6		40.20		5.82		46.2		1.14	52.86
10:39.6		40.20		5.81		46.3		1.14	52.86
10:40.6		40.19		5.81		46.4		1.14	52.86
10:41.6		40.20		5.82		46.4		1.14	52.86
10:42.6		40.19		5.82		46.5		1.15	52.86
10:43.6		40.19		5.82		46.6		1.15	52.87
10:44.6		40.20		5.81		46.6		1.15	52.87
10:45.6		40.19		5.82		46.7		1.15	52.87
10:46.6		40.19		5.81		46.8		1.15	52.87
10:47.6		40.20		5.81		46.8		1.15	52.87
10:48.6		40.19		5.81		46.9		1.16	52.87
10:49.6		40.19		5.82		47.0		1.16	52.88
10:50.6		40.19		5.81		47.0		1.16	52.88
10:51.6		40.19		5.81		47.1		1.16	52.88
10:52.6		40.19		5.81		47.2		1.16	52.88
10:53.6		40.20		5.81		47.2		1.16	52.88
10:54.6		40.19		5.81		47.3		1.16	52.88
10:55.6		40.20		5.80		47.4		1.17	52.88
10:56.6		40.20		5.80		47.4		1.17	52.89
10:57.6		40.19		5.81		47.5		1.17	52.89
10:58.6		40.20		5.79		47.5		1.17	52.89
10:59.6		40.19		5.81		47.6		1.17	52.89
11:00.6		40.20		5.80		47.7		1.17	52.89
11:01.6		40.20		5.81		47.7		1.18	52.89
11:02.6		40.20		5.81		47.8		1.18	52.90
11:03.6		40.20		5.79		47.9		1.18	52.90
11:04.6		40.19		5.81		47.9		1.18	52.90
11:05.6		40.19		5.80		48.0		1.18	52.90
11:06.6		40.20		5.82		48.1		1.18	52.90
11:07.6		40.20		5.80		48.1		1.19	52.90
11:08.6		40.19		5.82		48.2		1.19	52.91
11:09.6		40.20		5.80		48.3		1.19	52.91
11:10.6		40.19		5.79		48.3		1.19	52.91
11:11.6		40.19		5.81		48.4		1.19	52.91
11:12.6		40.20		5.80		48.5		1.19	52.91
11:13.6		40.19		5.79		48.5		1.20	52.91
11:14.6		40.19		5.81		48.6		1.20	52.91
11:15.6		40.19		5.80		48.7		1.20	52.92
11:16.6		40.19		5.81		48.7		1.20	52.92
11:17.6		40.19		5.81		48.8		1.20	52.92
11:18.6		40.19		5.80		48.8		1.20	52.92
11:19.6		40.19		5.80		48.9		1.21	52.92
11:20.6		40.19		5.80		49.0		1.21	52.92
11:21.6		40.20		5.82		49.0		1.21	52.93
11:22.6		40.20		5.81		49.1		1.21	52.93
11:23.6		40.19		5.80		49.2		1.21	52.93
11:24.6		40.19		5.80		49.2		1.21	52.93
11:25.6		40.19		5.79		49.3		1.21	52.93
11:26.6		40.19		5.81		49.4		1.22	52.94
11:27.6		40.19		5.81		49.4		1.22	52.94
11:28.6		40.19		5.80		49.5		1.22	52.94
11:29.6		40.19		5.80		49.6		1.22	52.94
11:30.6		40.19		5.81		49.6		1.22	52.94
11:31.6		40.19		5.80		49.7		1.22	52.94
11:32.6		40.19		5.80		49.7		1.23	52.94
11:33.6		40.19		5.80		49.8		1.23	52.95
11:34.6		40.19		5.81		49.9		1.23	52.95
11:35.6		40.19		5.80		49.9		1.23	52.95
11:36.6		40.19		5.80		50.0		1.23	52.95
11:37.6		40.19		5.80		50.1		1.23	52.95
11:38.6		40.19		5.80		50.1		1.24	52.95
11:39.6		40.19		5.81		50.2		1.24	52.95
11:40.6		40.19		5.79		50.3		1.24	52.96
11:41.6		40.19		5.79		50.3		1.24	52.96
11:42.6		40.19		5.81		50.4		1.24	52.96
11:43.6		40.19		5.80		50.5		1.24	52.96
11:44.6		40.19		5.80		50.5		1.25	52.96
11:45.6		40.19		5.79		50.6		1.25	52.97
11:46.6		40.19		5.80		50.7		1.25	52.97
11:47.6		40.19		5.81		50.7		1.25	52.97
11:48.6		40.19		5.79		50.8		1.25	52.97
11:49.6		40.19		5.80		50.9		1.25	52.97
11:50.6		40.19		5.80		50.9		1.25	52.97
11:51.6		40.19		5.80		51.0		1.26	52.98
11:52.6		40.19		5.79		51.0		1.26	52.98
11:53.6		40.19		5.81		51.1		1.26	52.98
11:54.6		40.19		5.79		51.2		1.26	52.98
11:55.6		40.18		5.80		51.2		1.26	52.98
11:56.6		40.18		5.81		51.3		1.26	52.98
11:57.6		40.18		5.80		51.4		1.27	52.98
11:58.6		40.18		5.80		51.4		1.27	52.99
11:59.6		40.17		5.80		51.5		1.27	52.99
12:00.6		40.17		5.79		51.6		1.27	52.99
12:01.6		40.16		5.80		51.6		1.27	52.99
12:02.6		40.15		5.80		51.7		1.27	52.99
12:03.6		40.14		5.80		51.8		1.28	52.99
12:04.6		40.13		5.80		51.8		1.28	53.00
12:05.6		40.12		5.79		51.9		1.28	53.00
12:06.6		40.11		5.80		52.0		1.28	53.00
12:07.6		40.11		5.79		52.0		1.28	53.00
12:08.6		40.10		5.80		52.1		1.28	53.00
12:09.6		40.09		5.80		52.1		1.29	53.00
12:10.6		40.08		5.80		52.2		1.29	53.01
12:11.6		40.06		5.78		52.3		1.29	53.01
12:12.6		40.06		5.78		52.3		1.29	53.01
12:13.6		40.06		5.80		52.4		1.29	53.01
12:14.6		40.05		5.79		52.5		1.29	53.01
12:15.6		40.05		5.79		52.5		1.30	53.01
12:16.6		40.05		5.80		52.6		1.30	53.02
12:17.6		40.05		5.80		52.7		1.30	53.02
12:18.6		40.05		5.79		52.7		1.30	53.02
12:19.6		40.05		5.79		52.8		1.30	53.02
12:20.6		40.05		5.80		52.9		1.30	53.02
12:21.6		40.05		5.79		52.9		1.30	53.02
12:22.6		40.05		5.79		53.0		1.31	53.02
12:23.6		40.05		5.79		53.0		1.31	53.03
12:24.6		40.04		5.79		53.1		1.31	53.03
12:25.6		40.05		5.78		53.2		1.31	53.03
12:26.6		40.05		5.79		53.2		1.31	53.03
12:27.6		40.05		5.79		53.3		1.31	53.03
12:28.6		40.05		5.80		53.4		1.32	53.03
12:29.6		40.05		5.79		53.4		1.32	53.04
12:30.6		40.04		5.80		53.5		1.32	53.04
12:31.6		40.05		5.80		53.6		1.32	53.04
12:32.6		40.04		5.78		53.6		1.32	53.04
12:33.6		40.04		5.78		53.7		1.32	53.04
12:34.6		40.04		5.80		53.8		1.33	53.04
12:35.6		40.05		5.80		53.8		1.33	53.05
12:36.6		40.05		5.78		53.9		1.33	53.05
12:37.6		40.05		5.79		53.9		1.33	53.05
12:38.6		40.04		5.78		54.0		1.33	53.05
12:39.6		40.04		5.79		54.1		1.33	53.05
12:40.6		40.05		5.79		54.1		1.34	53.05
12:41.6		40.04		5.79		54.2		1.34	53.05
12:42.6		40.05		5.79		54.3		1.34	53.06
12:43.6		40.04		5.80		54.3		1.34	53.06
12:44.6		40.04		5.77		54.4		1.34	53.06
12:45.6		40.05		5.79		54.5		1.34	53.06
12:46.6		40.04		5.79		54.5		1.35	53.06
12:47.6		40.05		5.78		54.6		1.35	53.06
12:48.6		40.04		5.79		54.7		1.35	53.07
12:49.6		40.05		5.79		54.7		1.35	53.07
12:50.6		40.04		5.79		54.8		1.35	53.07
12:51.6		40.05		5.79		54.8		1.35	53.07
12:52.6		40.05		5.80		54.9		1.35	53.07
12:53.6		40.04		5.79		55.0		1.36	53.07
12:54.6		40.05		5.79		55.0		1.36	53.08
12:55.6		40.04		5.79		55.1		1.36	53.08
12:56.6		40.04		5.80		55.2		1.36	53.08
12:57.6		40.04		5.79		55.2		1.36	53.08
12:58.6		40.04		5.77		55.3		1.36	53.08
12:59.6		40.04		5.79		55.4		1.37	53.08
13:00.6		40.05		5.79		55.4		1.37	53.09
13:01.6		40.04		5.78		55.5		1.37	53.09
13:02.6		40.04		5.78		55.6		1.37	53.09
13:03.6		40.05		5.79		55.6		1.37	53.09
13:04.6		40.04		5.79		55.7		1.37	53.09
13:05.6		40.05		5.79		55.8		1.38	53.09
13:06.6		40.04		5.78		55.8		1.38	53.09
13:07.6		40.05		5.79		55.9		1.38	53.10
13:08.6		40.04		5.79		55.9		1.38	53.10
13:09.6		40.04		5.78		56.0		1.38	53.10
13:10.6		40.04		5.79		56.1		1.38	53.10
13:11.6		40.04		5.77		56.1		1.39	53.10
13:12.6		40.05		5.77		56.2		1.39	53.10
13:13.6		40.04		5.79		56.3		1.39	53.11
13:14.6		40.04		5.79		56.3		1.39	53.11
13:15.6		40.04		5.79		56.4		1.39	53.11
13:16.6		40.05		5.78		56.5		1.39	53.11
13:17.6		40.04		5.77		56.5		1.39	53.11
13:18.6		40.04		5.78		56.6		1.40	53.11
13:19.6		40.04		5.77		56.7		1.40	53.12
13:20.6		40.04		5.80		56.7		1.40	53.12
13:21.6		40.05		5.78		56.8		1.40	53.12
13:22.6		40.04		5.78		56.8		1.40	53.12
13:23.6		40.04		5.79		56.9		1.40	53.12
13:24.6		40.04		5.78		57.0		1.41	53.12
13:25.6		40.04		5.78		57.0		1.41	53.12
13:26.6		40.04		5.78		57.1		1.41	53.13
13:27.6		40.04		5.78		57.2		1.41	53.13
13:28.6		40.04		5.79		57.2		1.41	53.13
13:29.6		40.04		5.78		57.3		1.41	53.13
13:30.6		40.04		5.78		57.4		1.42	53.13
13:31.6		40.04		5.78		57.4		1.42	53.13
13:32.6		40.04		5.79		57.5		1.42	53.14
13:33.6		40.04		5.78		57.6		1.42	53.14
13:34.6		40.04		5.78		57.6		1.42	53.14
13:35.6		40.04		5.78		57.7		1.42	53.14
13:36.6		40.04		5.79		57.7		1.43	53.14
13:37.6		40.04		5.78		57.8		1.43	53.15
13:38.6		40.04		5.78		57.9		1.43	53.15
13:39.6		40.04		5.79		57.9		1.43	53.15
13:40.6		40.04		5.78		58.0		1.43	53.15
13:41.6		40.04		5.78		58.1		1.43	53.15
13:42.6		40.04		5.78		58.1		1.44	53.15
13:43.6		40.04		5.77		58.2		1.44	53.15
13:44.6		40.04		5.77		58.3		1.44	53.16
13:45.6		40.04		5.79		58.3		1.44	53.16
13:46.6		40.04		5.78		58.4		1.44	53.16
13:47.6		40.04		5.79		58.5		1.44	53.16
13:48.6		40.04		5.76		58.5		1.44	53.16
13:49.6		40.04		5.77		58.6		1.45	53.16
13:50.6		40.04		5.77		58.6		1.45	53.17
13:51.6		40.04		5.78		58.7		1.45	53.17
13:52.6		40.03		5.77		58.8		1.45	53.17
13:53.6		40.03		5.77		58.8		1.45	53.17
13:54.6		40.03		5.77		58.9		1.45	53.17
13:55.6		40.03		5.79		59.0		1.46	53.17
13:56.6		40.02		5.78		59.0		1.46	53.17
13:57.6		40.02		5.77		59.1		1.46	53.18
13:58.6		40.01		5.78		59.2		1.46	53.18
13:59.6		40.00		5.77		59.2		1.46	53.18
14:00.6		40.00		5.78		59.3		1.46	53.18
14:01.6		39.99		5.77		59.4		1.47	53.18
14:02.6		39.98		5.78		59.4		1.47	53.19
14:03.6		39.97		5.77		59.5		1.47	53.19
14:04.6		39.96		5.76		59.5		1.47	53.19
14:05.6		39.95		5.78		59.6		1.47	53.19
14:06.6		39.94		5.78		59.7		1.47	53.19
14:07.6		39.93		5.78		59.7		1.48	53.19
14:08.6		39.92		5.78		59.8		1.48	53.19
14:09.6		39.92		5.77		59.9		1.48	53.20
14:10.6		39.91		5.78		59.9		1.48	53.20
14:11.6		39.91		5.77		60.0		1.48	53.20
14:12.6		39.90		5.78		60.1		1.48	53.20
14:13.6		39.90		5.77		60.1		1.48	53.20
14:14.6		39.90		5.77		60.2		1.49	53.20
14:15.6		39.89		5.78		60.2		1.49	53.20
14:16.6		39.89		5.76		60.3		1.49	53.21
14:17.6		39.89		5.77		60.4		1.49	53.21
14:18.6		39.89		5.77		60.4		1.49	53.21
14:19.6		39.89		5.77		60.5		1.49	53.21
14:20.6		39.89		5.78		60.6		1.50	53.21
14:21.6		39.89		5.77		60.6		1.50	53.22
14:22.6		39.89		5.77		60.7		1.50	53.22
14:23.6		39.89		5.77		60.8		1.50	53.22
14:24.6		39.89		5.77		60.8		1.50	53.22
14:25.6		39.89		5.76		60.9		1.50	53.22
14:26.6		39.89		5.77		61.0		1.51	53.22
14:27.6		39.89		5.77		61.0		1.51	53.23
14:28.6		39.89		5.78		61.1		1.51	53.23
14:29.6		39.89		5.78		61.1		1.51	53.23
14:30.6		39.89		5.77		61.2		1.51	53.23
14:31.6		39.89		5.77		61.3		1.51	53.23
14:32.6		39.89		5.77		61.3		1.52	53.23
14:33.6		39.89		5.78		61.4		1.52	53.23
14:34.6		39.89		5.77		61.5		1.52	53.24
14:35.6		39.89		5.77		61.5		1.52	53.24
14:36.6		39.89		5.77		61.6		1.52	53.24
14:37.6		39.89		5.77		61.7		1.52	53.24
14:38.6		39.89		5.76		61.7		1.52	53.24
14:39.6		39.89		5.77		61.8		1.53	53.24
14:40.6		39.89		5.78		61.8		1.53	53.24
14:41.6		39.89		5.76		61.9		1.53	53.25
14:42.6		39.89		5.77		62.0		1.53	53.25
14:43.6		39.89		5.77		62.0		1.53	53.25
14:44.6		39.89		5.77		62.1		1.53	53.25
14:45.6		39.89		5.77		62.2		1.54	53.25
14:46.6		39.89		5.77		62.2		1.54	53.26
14:47.6		39.89		5.77		62.3		1.54	53.26
14:48.6		39.89		5.76		62.4		1.54	53.26
14:49.6		39.89		5.76		62.4		1.54	53.26
14:50.6		39.89		5.77		62.5		1.54	53.26
14:51.6		39.89		5.79		62.5		1.55	53.26
14:52.6		39.89		5.76		62.6		1.55	53.27
14:53.6		39.89		5.77		62.7		1.55	53.27
14:54.6		39.89		5.75		62.7		1.55	53.27
14:55.6		39.89		5.76		62.8		1.55	53.27
14:56.6		39.89		5.77		62.9		1.55	53.27
14:57.6		39.89		5.77		62.9		1.56	53.27
14:58.6		39.89		5.76		63.0		1.56	53.27
14:59.6		39.89		5.76		63.1		1.56	53.28
15:00.6		39.89		5.77		63.1		1.56	53.28
15:01.6		39.89		5.76		63.2		1.56	53.28
15:02.6		39.89		5.76		63.3		1.56	53.28
15:03.6		39.89		5.78		63.3		1.56	53.28
15:04.6		39.89		5.77		63.4		1.57	53.28
15:05.6		39.89		5.77		63.4		1.57	53.28
15:06.6		39.89		5.76		63.5		1.57	53.29
15:07.6		39.89		5.77		63.6		1.57	53.29
15:08.6		39.89		5.77		63.6		1.57	53.29
15:09.6		39.89		5.76		63.7		1.57	53.29
15:10.6		39.89		5.76		63.8		1.58	53.29
15:11.6		39.89		5.76		63.8		1.58	53.30
15:12.6		39.89		5.76		63.9		1.58	53.30
15:13.6		39.89		5.77		64.0		1.58	53.30
15:14.6		39.89		5.76		64.0		1.58	53.30
15:15.6		39.89		5.76		64.1		1.58	53.30
15:16.6		39.89		5.76		64.1		1.59	53.30
15:17.6		39.89		5.76		64.2		1.59	53.30
15:18.6		39.89		5.77		64.3		1.59	53.31
15:19.6		39.89		5.76		64.3		1.59	53.31
15:20.6		39.89		5.76		64.4		1.59	53.31
15:21.6		39.89		5.76		64.5		1.59	53.31
15:22.6		39.89		5.76		64.5		1.60	53.31
15:23.6		39.89		5.77		64.6		1.60	53.31
15:24.6		39.89		5.77		64.7		1.60	53.32
15:25.6		39.89		5.76		64.7		1.60	53.32
15:26.6		39.89		5.75		64.8		1.60	53.32
15:27.6		39.89		5.76		64.8		1.60	53.32
15:28.6		39.89		5.77		64.9		1.60	53.32
15:29.6		39.89		5.77		65.0		1.61	53.32
15:30.6		39.89		5.76		65.0		1.61	53.33
15:31.6		39.89		5.76		65.1		1.61	53.33
15:32.6		39.89		5.76		65.2		1.61	53.33
15:33.6		39.89		5.75		65.2		1.61	53.33
15:34.6		39.89		5.76		65.3		1.61	53.33
15:35.6		39.89		5.77		65.4		1.62	53.33
15:36.6		39.89		5.76		65.4		1.62	53.34
15:37.6		39.89		5.76		65.5		1.62	53.34
15:38.6		39.89		5.76		65.6		1.62	53.34
15:39.6		39.89		5.75		65.6		1.62	53.34
15:40.6		39.89		5.77		65.7		1.62	53.34
15:41.6		39.89		5.76		65.7		1.63	53.34
15:42.6		39.88		5.75		65.8		1.63	53.34
15:43.6		39.88		5.76		65.9		1.63	53.35
15:44.6		39.89		5.77		65.9		1.63	53.35
15:45.6		39.89		5.76		66.0		1.63	53.35
15:46.6		39.89		5.75		66.1		1.63	53.35
15:47.6		39.89		5.77		66.1		1.64	53.35
15:48.6		39.89		5.75		66.2		1.64	53.35
15:49.6		39.89		5.76		66.3		1.64	53.36
15:50.6		39.89		5.77		66.3		1.64	53.36
15:51.6		39.88		5.76		66.4		1.64	53.36
15:52.6		39.89		5.74		66.4		1.64	53.36
15:53.6		39.89		5.76		66.5		1.64	53.36
15:54.6		39.89		5.76		66.6		1.65	53.36
15:55.6		39.88		5.75		66.6		1.65	53.37
15:56.6		39.88		5.76		66.7		1.65	53.37
15:57.6		39.88		5.75		66.8		1.65	53.37
15:58.6		39.89		5.75		66.8		1.65	53.37
15:59.6		39.89		5.76		66.9		1.65	53.37
16:00.6		39.88		5.76		67.0		1.66	53.37
16:01.6		39.88		5.75		67.0		1.66	53.38
16:02.6		39.88		5.76		67.1		1.66	53.38
16:03.6		39.88		5.76		67.1		1.66	53.38
16:04.6		39.88		5.76		67.2		1.66	53.38
16:05.6		39.88		5.76		67.3		1.66	53.38
16:06.6		39.88		5.75		67.3		1.67	53.38
16:07.6		39.88		5.76		67.4		1.67	53.38
16:08.6		39.88		5.76		67.5		1.67	53.39
16:09.6		39.87		5.75		67.5		1.67	53.39
16:10.6		39.87		5.75		67.6		1.67	53.39
16:11.6		39.87		5.77		67.7		1.67	53.39
16:12.6		39.86		5.76		67.7		1.68	53.39
16:13.6		39.85		5.76		67.8		1.68	53.39
16:14.6		39.84		5.75		67.8		1.68	53.40
16:15.6		39.84		5.75		67.9		1.68	53.40
16:16.6		39.83		5.76		68.0		1.68	53.40
16:17.6		39.83		5.75		68.0		1.68	53.40
16:18.6		39.81		5.76		68.1		1.68	53.40
16:19.6		39.80		5.76		68.2		1.69	53.40
16:20.6		39.79		5.75		68.2		1.69	53.41
16:21.6		39.79		5.76		68.3		1.69	53.41
16:22.6		39.78		5.75		68.4		1.69	53.41
16:23.6		39.76		5.76		68.4		1.69	53.41
16:24.6		39.76		5.75		68.5		1.69	53.41
16:25.6		39.76		5.75		68.5		1.70	53.41
16:26.6		39.76		5.76		68.6		1.70	53.41
16:27.6		39.75		5.75		68.7		1.70	53.42
16:28.6		39.75		5.74		68.7		1.70	53.42
16:29.6		39.75		5.74		68.8		1.70	53.42
16:30.6		39.74		5.75		68.9		1.70	53.42
16:31.6		39.74		5.74		68.9		1.71	53.42
16:32.6		39.74		5.74		69.0		1.71	53.42
16:33.6		39.74		5.75		69.1		1.71	53.43
16:34.6		39.74		5.75		69.1		1.71	53.43
16:35.6		39.74		5.75		69.2		1.71	53.43
16:36.6		39.74		5.76		69.2		1.71	53.43
16:37.6		39.74		5.75		69.3		1.72	53.43
16:38.6		39.74		5.75		69.4		1.72	53.43
16:39.6		39.74		5.75		69.4		1.72	53.44
16:40.6		39.74		5.75		69.5		1.72	53.44
16:41.6		39.74		5.75		69.6		1.72	53.44
16:42.6		39.74		5.75		69.6		1.72	53.44
16:43.6		39.74		5.75		69.7		1.72	53.44
16:44.6		39.74		5.75		69.8		1.73	53.44
16:45.6		39.74		5.76		69.8		1.73	53.45
16:46.6		39.74		5.74		69.9		1.73	53.45
16:47.6		39.74		5.76		69.9		1.73	53.45
16:48.6		39.74		5.73		70.0		1.73	53.45
16:49.6		39.74		5.73		70.1		1.73	53.45
16:50.6		39.74		5.76		70.1		1.74	53.45
16:51.6		39.74		5.75		70.2		1.74	53.45
16:52.6		39.74		5.75		70.3		1.74	53.46
16:53.6		39.74		5.75		70.3		1.74	53.46
16:54.6		39.74		5.75		70.4		1.74	53.46
16:55.6		39.74		5.74		70.4		1.74	53.46
16:56.6		39.74		5.75		70.5		1.75	53.46
16:57.6		39.74		5.75		70.6		1.75	53.46
16:58.6		39.74		5.75		70.6		1.75	53.47
16:59.6		39.74		5.75		70.7		1.75	53.47
17:00.6		39.74		5.75		70.8		1.75	53.47
17:01.6		39.74		5.75		70.8		1.75	53.47
17:02.6		39.74		5.75		70.9		1.76	53.47
17:03.6		39.74		5.74		71.0		1.76	53.47
17:04.6		39.74		5.74		71.0		1.76	53.48
17:05.6		39.74		5.74		71.1		1.76	53.48
17:06.6		39.74		5.75		71.1		1.76	53.48
17:07.6		39.74		5.74		71.2		1.76	53.48
17:08.6		39.74		5.73		71.3		1.76	53.48
17:09.6		39.74		5.74		71.3		1.77	53.48
17:10.6		39.74		5.74		71.4		1.77	53.48
17:11.6		39.74		5.74		71.5		1.77	53.49
17:12.6		39.74		5.75		71.5		1.77	53.49
17:13.6		39.74		5.73		71.6		1.77	53.49
17:14.6		39.74		5.75		71.7		1.77	53.49
17:15.6		39.74		5.75		71.7		1.78	53.49
17:16.6		39.74		5.75		71.8		1.78	53.49
17:17.6		39.74		5.74		71.8		1.78	53.50
17:18.6		39.74		5.74		71.9		1.78	53.50
17:19.6		39.74		5.74		72.0		1.78	53.50
17:20.6		39.74		5.73		72.0		1.78	53.50
17:21.6		39.74		5.73		72.1		1.79	53.50
17:22.6		39.74		5.73		72.2		1.79	53.50
17:23.6		39.74		5.74		72.2		1.79	53.51
17:24.6		39.74		5.74		72.3		1.79	53.51
17:25.6		39.74		5.75		72.4		1.79	53.51
17:26.6		39.74		5.74		72.4		1.79	53.51
17:27.6		39.74		5.74		72.5		1.80	53.51
17:28.6		39.74		5.74		72.5		1.80	53.51
17:29.6		39.74		5.74		72.6		1.80	53.52
17:30.6		39.74		5.75		72.7		1.80	53.52
17:31.6		39.74		5.74		72.7		1.80	53.52
17:32.6		39.74		5.73		72.8		1.80	53.52
17:33.6		39.74		5.74		72.9		1.80	53.52
17:34.6		39.74		5.74		72.9		1.81	53.52
17:35.6		39.74		5.74		73.0		1.81	53.52
17:36.6		39.74		5.74		73.0		1.81	53.53
17:37.6		39.74		5.74		73.1		1.81	53.53
17:38.6		39.74		5.74		73.2		1.81	53.53
17:39.6		39.74		5.74		73.2		1.81	53.53
17:40.6		39.74		5.74		73.3		1.82	53.53
17:41.6		39.74		5.75		73.4		1.82	53.53
17:42.6		39.74		5.74		73.4		1.82	53.54
17:43.6		39.74		5.74		73.5		1.82	53.54
17:44.6		39.74		5.74		73.6		1.82	53.54
17:45.6		39.73		5.75		73.6		1.82	53.54
17:46.6		39.74		5.74		73.7		1.83	53.54
17:47.6		39.74		5.74		73.7		1.83	53.54
17:48.6		39.74		5.73		73.8		1.83	53.55
17:49.6		39.74		5.73		73.9		1.83	53.55
17:50.6		39.73		5.74		73.9		1.83	53.55
17:51.6		39.74		5.75		74.0		1.83	53.55
17:52.6		39.74		5.74		74.1		1.83	53.55
17:53.6		39.74		5.74		74.1		1.84	53.55
17:54.6		39.74		5.74		74.2		1.84	53.55
