Time		V		A		Wh		Ah	CA_Ah
00:01.6		41.32		-0.01		0.0		0.00	2.99
00:02.6		41.32		-0.01		0.0		0.00	2.99
00:03.6		41.32		0.01		0.0		0.00	2.99
00:04.6		41.32		0.00		0.0		0.00	2.99
00:05.6		41.32		0.01		0.0		0.00	2.99
00:06.6		41.32		0.00		0.0		0.00	2.99
00:07.6		41.32		0.00		0.0		0.00	2.99
00:08.6		41.32		0.01		0.0		0.00	2.99
00:09.6		41.32		-0.01		0.0		0.00	2.99
00:10.6		41.32		0.00		0.0		0.00	2.99
00:11.6		41.31		0.01		0.0		0.00	2.99
00:12.6		41.32		0.01		0.0		0.00	2.99
00:13.6		41.32		-0.01		0.0		0.00	2.99
00:14.6		41.32		0.01		0.0		0.00	2.99
00:15.6		41.32		0.01		0.0		0.00	2.99
00:16.6		41.32		0.01		0.0		0.00	2.99
00:17.6		41.32		0.00		0.0		0.00	2.99
00:18.6		41.32		0.01		0.0		0.00	2.99
00:19.6		41.10		2.16		0.0		0.00	2.99
00:20.6		40.71		5.81		0.0		0.00	2.99
00:21.6		40.72		5.81		0.1		0.00	2.99
00:22.6		40.71		5.82		0.2		0.00	3.00
00:23.6		40.71		5.82		0.2		0.01	3.00
00:24.6		40.71		5.81		0.3		0.01	3.00
00:25.6		40.70		5.81		0.4		0.01	3.00
00:26.6		40.66		5.79		0.4		0.01	3.00
00:27.6		40.64		5.83		0.5		0.01	3.00
00:28.6		40.59		5.82		0.6		0.01	3.01
00:29.6		40.57		5.82		0.6		0.02	3.01
00:30.6		40.56		5.83		0.7		0.02	3.01
00:31.6		40.56		5.81		0.7		0.02	3.01
00:32.6		40.56		5.80		0.8		0.02	3.01
00:33.6		40.56		5.82		0.9		0.02	3.01
00:34.6		40.56		5.82		0.9		0.02	3.02
00:35.6		40.56		5.82		1.0		0.02	3.02
00:36.6		40.56		5.81		1.1		0.03	3.02
00:37.6		40.56		5.80		1.1		0.03	3.02
00:38.6		40.56		5.83		1.2		0.03	3.02
00:39.6		40.56		5.82		1.3		0.03	3.02
00:40.6		40.56		5.82		1.3		0.03	3.03
00:41.6		40.56		5.82		1.4		0.03	3.03
00:42.6		40.56		5.81		1.5		0.04	3.03
00:43.6		40.56		5.83		1.5		0.04	3.03
00:44.6		40.56		5.82		1.6		0.04	3.03
00:45.6		40.56		5.83		1.7		0.04	3.03
00:46.6		40.56		5.82		1.7		0.04	3.03
00:47.6		40.56		5.81		1.8		0.04	3.04
00:48.6		40.56		5.82		1.9		0.05	3.04
00:49.6		40.55		5.82		1.9		0.05	3.04
00:50.6		40.55		5.82		2.0		0.05	3.04
00:51.6		40.56		5.82		2.1		0.05	3.04
00:52.6		40.55		5.84		2.1		0.05	3.04
00:53.6		40.55		5.83		2.2		0.05	3.05
00:54.6		40.55		5.82		2.3		0.06	3.05
00:55.6		40.55		5.83		2.3		0.06	3.05
00:56.6		40.55		5.82		2.4		0.06	3.05
00:57.6		40.54		5.82		2.5		0.06	3.05
00:58.6		40.52		5.83		2.5		0.06	3.05
00:59.6		40.51		5.83		2.6		0.06	3.06
01:00.6		40.48		5.82		2.6		0.07	3.06
01:01.6		40.45		5.81		2.7		0.07	3.06
01:02.6		40.43		5.82		2.8		0.07	3.06
01:03.6		40.42		5.83		2.8		0.07	3.06
01:04.6		40.42		5.81		2.9		0.07	3.06
01:05.6		40.41		5.82		3.0		0.07	3.07
01:06.6		40.41		5.82		3.0		0.07	3.07
01:07.6		40.41		5.81		3.1		0.08	3.07
01:08.6		40.41		5.83		3.2		0.08	3.07
01:15.0		40.41		5.81		3.2		0.08	3.07
01:16.2		40.41		5.82		3.7		0.09	3.08
01:17.2		40.41		5.81		3.7		0.09	3.08
01:18.2		40.41		5.82		3.8		0.09	3.09
01:19.2		40.41		5.82		3.9		0.10	3.09
01:20.2		40.41		5.82		3.9		0.10	3.09
01:21.2		40.41		5.82		4.0		0.10	3.09
01:22.2		40.41		5.82		4.1		0.10	3.09
01:23.2		40.41		5.83		4.1		0.10	3.09
01:24.2		40.41		5.81		4.2		0.10	3.10
01:25.2		40.41		5.82		4.3		0.10	3.10
01:26.2		40.41		5.82		4.3		0.11	3.10
01:27.2		40.41		5.81		4.4		0.11	3.10
01:28.2		40.41		5.81		4.5		0.11	3.10
01:29.2		40.41		5.81		4.5		0.11	3.10
01:30.2		40.41		5.81		4.6		0.11	3.11
01:31.2		40.41		5.82		4.6		0.11	3.11
01:32.2		40.41		5.80		4.7		0.12	3.11
01:33.2		40.41		5.81		4.8		0.12	3.11
01:34.2		40.41		5.80		4.8		0.12	3.11
01:35.2		40.41		5.80		4.9		0.12	3.11
01:36.2		40.40		5.81		5.0		0.12	3.11
01:37.2		40.41		5.81		5.0		0.12	3.12
01:38.2		40.40		5.82		5.1		0.13	3.12
01:39.2		40.41		5.82		5.2		0.13	3.12
01:40.4		40.40		5.81		5.2		0.13	3.12
01:41.6		40.41		5.82		5.3		0.13	3.12
01:42.6		40.40		5.81		5.4		0.13	3.13
01:43.6		40.40		5.82		5.5		0.13	3.13
01:44.6		40.40		5.81		5.5		0.14	3.13
01:45.6		40.40		5.82		5.6		0.14	3.13
01:46.6		40.39		5.81		5.7		0.14	3.13
01:47.6		40.38		5.83		5.7		0.14	3.13
01:48.6		40.37		5.82		5.8		0.14	3.13
01:49.6		40.36		5.81		5.8		0.14	3.14
01:50.6		40.34		5.81		5.9		0.15	3.14
01:51.6		40.33		5.81		6.0		0.15	3.14
01:52.6		40.31		5.82		6.0		0.15	3.14
01:53.6		40.30		5.83		6.1		0.15	3.14
01:54.6		40.28		5.82		6.2		0.15	3.14
01:55.6		40.28		5.80		6.2		0.15	3.15
01:56.6		40.27		5.79		6.3		0.16	3.15
01:57.6		40.27		5.81		6.4		0.16	3.15
01:58.6		40.26		5.82		6.4		0.16	3.15
01:59.6		40.26		5.82		6.5		0.16	3.15
02:00.6		40.26		5.82		6.6		0.16	3.15
02:01.6		40.26		5.81		6.6		0.16	3.16
02:02.6		40.26		5.80		6.7		0.17	3.16
02:03.6		40.26		5.82		6.8		0.17	3.16
02:04.6		40.26		5.83		6.8		0.17	3.16
02:05.6		40.26		5.80		6.9		0.17	3.16
02:06.6		40.26		5.81		7.0		0.17	3.16
02:07.6		40.26		5.81		7.0		0.17	3.17
02:08.6		40.26		5.81		7.1		0.18	3.17
02:09.6		40.26		5.82		7.1		0.18	3.17
02:10.6		40.26		5.80		7.2		0.18	3.17
02:11.6		40.26		5.80		7.3		0.18	3.17
02:12.6		40.26		5.82		7.3		0.18	3.17
02:13.6		40.26		5.83		7.4		0.18	3.18
02:14.6		40.25		5.81		7.5		0.18	3.18
02:15.6		40.26		5.82		7.5		0.19	3.18
02:16.6		40.26		5.81		7.6		0.19	3.18
02:17.6		40.26		5.82		7.7		0.19	3.18
02:18.6		40.25		5.80		7.7		0.19	3.18
02:19.6		40.26		5.81		7.8		0.19	3.18
02:20.6		40.26		5.83		7.9		0.19	3.19
02:21.6		40.26		5.81		7.9		0.20	3.19
02:22.6		40.26		5.82		8.0		0.20	3.19
02:23.6		40.26		5.82		8.1		0.20	3.19
02:24.6		40.26		5.81		8.1		0.20	3.19
02:25.6		40.26		5.81		8.2		0.20	3.19
02:26.6		40.26		5.82		8.3		0.20	3.20
02:27.6		40.25		5.81		8.3		0.21	3.20
02:28.6		40.26		5.81		8.4		0.21	3.20
02:29.6		40.25		5.83		8.4		0.21	3.20
02:30.6		40.26		5.82		8.5		0.21	3.20
02:31.6		40.26		5.81		8.6		0.21	3.20
02:32.6		40.25		5.80		8.6		0.21	3.21
02:33.6		40.26		5.81		8.7		0.22	3.21
02:34.6		40.26		5.82		8.8		0.22	3.21
02:35.6		40.26		5.82		8.8		0.22	3.21
02:36.6		40.25		5.80		8.9		0.22	3.21
02:37.6		40.26		5.82		9.0		0.22	3.21
02:38.6		40.25		5.80		9.0		0.22	3.22
02:39.6		40.25		5.81		9.1		0.23	3.22
02:40.6		40.26		5.80		9.2		0.23	3.22
02:41.6		40.26		5.82		9.2		0.23	3.22
02:42.6		40.25		5.81		9.3		0.23	3.22
02:43.6		40.25		5.80		9.4		0.23	3.22
02:44.6		40.26		5.81		9.4		0.23	3.23
02:45.6		40.25		5.80		9.5		0.23	3.23
02:46.6		40.26		5.81		9.6		0.24	3.23
02:47.6		40.25		5.81		9.6		0.24	3.23
02:48.6		40.26		5.80		9.7		0.24	3.23
02:49.6		40.26		5.82		9.7		0.24	3.23
02:50.6		40.25		5.82		9.8		0.24	3.23
02:51.6		40.25		5.81		9.9		0.24	3.24
02:52.6		40.26		5.81		9.9		0.25	3.24
02:53.6		40.26		5.80		10.0		0.25	3.24
02:54.6		40.25		5.81		10.1		0.25	3.24
02:55.6		40.25		5.82		10.1		0.25	3.24
02:56.6		40.25		5.80		10.2		0.25	3.24
02:57.6		40.25		5.81		10.3		0.25	3.25
02:58.6		40.25		5.82		10.3		0.26	3.25
02:59.6		40.25		5.83		10.4		0.26	3.25
03:00.6		40.25		5.81		10.5		0.26	3.25
03:01.6		40.25		5.80		10.5		0.26	3.25
03:02.6		40.25		5.80		10.6		0.26	3.25
03:03.6		40.24		5.80		10.7		0.26	3.26
03:04.6		40.24		5.81		10.7		0.27	3.26
03:05.6		40.23		5.82		10.8		0.27	3.26
03:06.6		40.22		5.81		10.9		0.27	3.26
03:07.6		40.21		5.82		10.9		0.27	3.26
03:08.6		40.20		5.79		11.0		0.27	3.26
03:09.6		40.19		5.81		11.0		0.27	3.27
03:10.6		40.18		5.81		11.1		0.28	3.27
03:11.6		40.17		5.80		11.2		0.28	3.27
03:12.6		40.16		5.80		11.2		0.28	3.27
03:13.6		40.14		5.81		11.3		0.28	3.27
03:14.6		40.14		5.79		11.4		0.28	3.27
03:15.6		40.13		5.80		11.4		0.28	3.27
03:16.6		40.12		5.81		11.5		0.28	3.28
03:17.6		40.12		5.82		11.6		0.29	3.28
03:18.6		40.12		5.81		11.6		0.29	3.28
03:19.6		40.11		5.82		11.7		0.29	3.28
03:20.6		40.11		5.81		11.8		0.29	3.28
03:21.6		40.11		5.79		11.8		0.29	3.28
03:22.6		40.11		5.81		11.9		0.29	3.29
03:23.6		40.11		5.81		12.0		0.30	3.29
03:24.6		40.11		5.80		12.0		0.30	3.29
03:25.6		40.11		5.80		12.1		0.30	3.29
03:26.6		40.11		5.79		12.1		0.30	3.29
03:27.6		40.11		5.81		12.2		0.30	3.29
03:28.6		40.11		5.81		12.3		0.30	3.30
03:29.6		40.11		5.81		12.3		0.31	3.30
03:30.6		40.11		5.83		12.4		0.31	3.30
03:31.6		40.11		5.80		12.5		0.31	3.30
03:32.6		40.11		5.80		12.5		0.31	3.30
03:33.6		40.11		5.80		12.6		0.31	3.30
03:34.6		40.11		5.80		12.7		0.31	3.31
03:35.6		40.11		5.81		12.7		0.32	3.31
03:36.6		40.11		5.81		12.8		0.32	3.31
03:37.6		40.11		5.82		12.9		0.32	3.31
03:38.6		40.11		5.82		12.9		0.32	3.31
03:39.6		40.11		5.82		13.0		0.32	3.31
03:40.6		40.11		5.79		13.1		0.32	3.32
03:41.6		40.11		5.80		13.1		0.33	3.32
03:42.6		40.11		5.81		13.2		0.33	3.32
03:43.6		40.11		5.80		13.2		0.33	3.32
03:44.6		40.11		5.83		13.3		0.33	3.32
03:45.6		40.11		5.82		13.4		0.33	3.32
03:46.6		40.11		5.81		13.4		0.33	3.32
03:47.6		40.10		5.81		13.5		0.33	3.33
03:48.6		40.11		5.81		13.6		0.34	3.33
03:49.6		40.11		5.81		13.6		0.34	3.33
03:50.6		40.11		5.82		13.7		0.34	3.33
03:51.6		40.11		5.80		13.8		0.34	3.33
03:52.6		40.10		5.80		13.8		0.34	3.33
03:53.6		40.11		5.81		13.9		0.34	3.34
03:54.6		40.11		5.81		14.0		0.35	3.34
03:55.6		40.11		5.79		14.0		0.35	3.34
03:56.6		40.10		5.81		14.1		0.35	3.34
03:57.6		40.11		5.80		14.2		0.35	3.34
03:58.6		40.11		5.80		14.2		0.35	3.34
03:59.6		40.11		5.81		14.3		0.35	3.35
04:00.6		40.11		5.81		14.3		0.36	3.35
04:01.6		40.11		5.81		14.4		0.36	3.35
04:02.6		40.11		5.80		14.5		0.36	3.35
04:03.6		40.11		5.80		14.5		0.36	3.35
04:04.6		40.11		5.80		14.6		0.36	3.35
04:05.6		40.10		5.81		14.7		0.36	3.36
04:06.6		40.11		5.81		14.7		0.37	3.36
04:07.6		40.11		5.81		14.8		0.37	3.36
04:08.6		40.11		5.82		14.9		0.37	3.36
04:09.6		40.11		5.80		14.9		0.37	3.36
04:10.6		40.10		5.81		15.0		0.37	3.36
04:11.6		40.11		5.80		15.1		0.37	3.37
04:12.6		40.11		5.81		15.1		0.38	3.37
04:13.6		40.11		5.80		15.2		0.38	3.37
04:14.6		40.10		5.79		15.3		0.38	3.37
04:15.6		40.10		5.82		15.3		0.38	3.37
04:16.6		40.11		5.81		15.4		0.38	3.37
04:17.6		40.10		5.80		15.4		0.38	3.37
04:18.6		40.11		5.79		15.5		0.38	3.38
04:19.6		40.10		5.81		15.6		0.39	3.38
04:20.6		40.11		5.79		15.6		0.39	3.38
04:21.6		40.11		5.80		15.7		0.39	3.38
04:22.6		40.10		5.80		15.8		0.39	3.38
04:23.6		40.10		5.80		15.8		0.39	3.38
04:24.6		40.11		5.79		15.9		0.39	3.39
04:25.6		40.11		5.80		16.0		0.40	3.39
04:26.6		40.10		5.82		16.0		0.40	3.39
04:27.6		40.10		5.79		16.1		0.40	3.39
04:28.6		40.10		5.80		16.2		0.40	3.39
04:29.6		40.10		5.80		16.2		0.40	3.39
04:30.6		40.10		5.80		16.3		0.40	3.40
04:31.6		40.10		5.79		16.3		0.41	3.40
04:32.6		40.10		5.79		16.4		0.41	3.40
04:33.6		40.10		5.80		16.5		0.41	3.40
04:34.6		40.09		5.79		16.5		0.41	3.40
04:35.6		40.09		5.79		16.6		0.41	3.40
04:36.6		40.08		5.81		16.7		0.41	3.41
04:37.6		40.08		5.80		16.7		0.42	3.41
04:38.6		40.07		5.79		16.8		0.42	3.41
04:39.6		40.06		5.80		16.9		0.42	3.41
04:40.6		40.05		5.80		16.9		0.42	3.41
04:41.6		40.04		5.80		17.0		0.42	3.41
04:42.6		40.03		5.81		17.1		0.42	3.41
04:43.6		40.03		5.81		17.1		0.43	3.42
04:44.6		40.01		5.80		17.2		0.43	3.42
04:45.6		40.00		5.81		17.3		0.43	3.42
04:46.6		39.99		5.80		17.3		0.43	3.42
04:47.6		39.98		5.81		17.4		0.43	3.42
04:48.6		39.98		5.80		17.4		0.43	3.42
04:49.6		39.97		5.80		17.5		0.43	3.43
04:50.6		39.97		5.79		17.6		0.44	3.43
04:51.6		39.97		5.80		17.6		0.44	3.43
04:52.6		39.96		5.78		17.7		0.44	3.43
04:53.6		39.96		5.80		17.8		0.44	3.43
04:54.6		39.96		5.80		17.8		0.44	3.43
04:55.6		39.96		5.81		17.9		0.44	3.44
04:56.6		39.96		5.78		18.0		0.45	3.44
04:57.6		39.96		5.79		18.0		0.45	3.44
04:58.6		39.96		5.80		18.1		0.45	3.44
04:59.6		39.96		5.79		18.2		0.45	3.44
05:00.6		39.96		5.80		18.2		0.45	3.44
05:01.6		39.96		5.81		18.3		0.45	3.45
05:02.6		39.96		5.78		18.3		0.46	3.45
05:03.6		39.96		5.78		18.4		0.46	3.45
05:04.6		39.96		5.80		18.5		0.46	3.45
05:05.6		39.96		5.78		18.5		0.46	3.45
05:06.6		39.96		5.79		18.6		0.46	3.45
05:07.6		39.96		5.80		18.7		0.46	3.46
05:08.6		39.96		5.79		18.7		0.47	3.46
05:09.6		39.96		5.80		18.8		0.47	3.46
05:10.6		39.96		5.78		18.9		0.47	3.46
05:11.6		39.96		5.82		18.9		0.47	3.46
05:12.6		39.96		5.80		19.0		0.47	3.46
05:13.6		39.95		5.80		19.1		0.47	3.46
05:14.6		39.95		5.80		19.1		0.47	3.47
05:15.6		39.96		5.79		19.2		0.48	3.47
05:16.6		39.96		5.80		19.2		0.48	3.47
05:17.6		39.96		5.78		19.3		0.48	3.47
05:18.6		39.96		5.79		19.4		0.48	3.47
05:19.6		39.96		5.79		19.4		0.48	3.47
05:20.6		39.96		5.79		19.5		0.48	3.48
05:21.6		39.96		5.78		19.6		0.49	3.48
05:22.6		39.95		5.79		19.6		0.49	3.48
05:23.6		39.96		5.78		19.7		0.49	3.48
05:24.6		39.96		5.80		19.8		0.49	3.48
05:25.6		39.96		5.79		19.8		0.49	3.48
05:26.6		39.96		5.81		19.9		0.49	3.49
05:27.6		39.95		5.80		20.0		0.50	3.49
05:28.6		39.96		5.80		20.0		0.50	3.49
05:29.6		39.96		5.81		20.1		0.50	3.49
05:30.6		39.96		5.82		20.1		0.50	3.49
05:31.6		39.96		5.81		20.2		0.50	3.49
05:32.6		39.96		5.79		20.3		0.50	3.50
05:33.6		39.96		5.79		20.3		0.51	3.50
05:34.6		39.96		5.80		20.4		0.51	3.50
05:35.6		39.96		5.78		20.5		0.51	3.50
05:36.6		39.96		5.79		20.5		0.51	3.50
05:37.6		39.96		5.79		20.6		0.51	3.50
05:38.6		39.96		5.79		20.7		0.51	3.50
05:39.6		39.96		5.78		20.7		0.52	3.51
05:40.6		39.96		5.79		20.8		0.52	3.51
05:41.6		39.96		5.80		20.9		0.52	3.51
05:42.6		39.96		5.78		20.9		0.52	3.51
05:43.6		39.96		5.79		21.0		0.52	3.51
05:44.6		39.95		5.79		21.0		0.52	3.51
05:45.6		39.96		5.79		21.1		0.52	3.52
05:46.6		39.95		5.79		21.2		0.53	3.52
05:47.6		39.95		5.80		21.2		0.53	3.52
05:48.6		39.96		5.78		21.3		0.53	3.52
05:49.6		39.95		5.79		21.4		0.53	3.52
05:50.6		39.96		5.78		21.4		0.53	3.52
05:51.6		39.95		5.79		21.5		0.53	3.53
05:52.6		39.95		5.80		21.6		0.54	3.53
05:53.6		39.96		5.80		21.6		0.54	3.53
05:54.6		39.96		5.80		21.7		0.54	3.53
05:55.6		39.96		5.79		21.8		0.54	3.53
05:56.6		39.95		5.78		21.8		0.54	3.53
05:57.6		39.95		5.78		21.9		0.54	3.54
05:58.6		39.95		5.79		21.9		0.55	3.54
05:59.6		39.96		5.79		22.0		0.55	3.54
06:00.6		39.96		5.80		22.1		0.55	3.54
06:01.6		39.95		5.78		22.1		0.55	3.54
06:02.6		39.95		5.77		22.2		0.55	3.54
06:03.6		39.95		5.79		22.3		0.55	3.54
06:04.6		39.95		5.80		22.3		0.56	3.55
06:05.6		39.96		5.79		22.4		0.56	3.55
06:06.6		39.95		5.79		22.5		0.56	3.55
06:07.6		39.95		5.78		22.5		0.56	3.55
06:08.6		39.95		5.78		22.6		0.56	3.55
06:09.6		39.95		5.77		22.7		0.56	3.55
06:10.6		39.95		5.78		22.7		0.57	3.56
06:11.6		39.95		5.77		22.8		0.57	3.56
06:12.6		39.95		5.79		22.8		0.57	3.56
06:13.6		39.95		5.78		22.9		0.57	3.56
06:14.6		39.96		5.78		23.0		0.57	3.56
06:15.6		39.95		5.77		23.0		0.57	3.56
06:16.6		39.95		5.78		23.1		0.57	3.57
06:17.6		39.95		5.79		23.2		0.58	3.57
06:18.6		39.95		5.78		23.2		0.58	3.57
06:19.6		39.95		5.78		23.3		0.58	3.57
06:20.6		39.95		5.78		23.4		0.58	3.57
06:21.6		39.95		5.79		23.4		0.58	3.57
06:22.6		39.95		5.77		23.5		0.58	3.58
06:23.6		39.95		5.79		23.6		0.59	3.58
06:24.6		39.94		5.78		23.6		0.59	3.58
06:25.6		39.94		5.79		23.7		0.59	3.58
06:26.6		39.94		5.79		23.7		0.59	3.58
06:27.6		39.93		5.79		23.8		0.59	3.58
06:28.6		39.93		5.78		23.9		0.59	3.58
06:29.6		39.92		5.78		23.9		0.60	3.59
06:30.6		39.91		5.79		24.0		0.60	3.59
06:31.6		39.91		5.78		24.1		0.60	3.59
06:32.6		39.90		5.77		24.1		0.60	3.59
06:33.6		39.89		5.78		24.2		0.60	3.59
06:34.6		39.88		5.79		24.3		0.60	3.59
06:35.6		39.87		5.78		24.3		0.61	3.60
06:36.6		39.86		5.79		24.4		0.61	3.60
06:37.6		39.86		5.78		24.4		0.61	3.60
06:38.6		39.84		5.78		24.5		0.61	3.60
06:39.6		39.84		5.78		24.6		0.61	3.60
06:40.6		39.83		5.78		24.6		0.61	3.60
06:41.6		39.82		5.78		24.7		0.61	3.61
06:42.6		39.82		5.79		24.8		0.62	3.61
06:43.6		39.81		5.77		24.8		0.62	3.61
06:44.6		39.81		5.78		24.9		0.62	3.61
06:45.6		39.81		5.79		25.0		0.62	3.61
06:46.6		39.81		5.77		25.0		0.62	3.61
06:47.6		39.81		5.78		25.1		0.62	3.62
06:48.6		39.81		5.78		25.2		0.63	3.62
06:49.6		39.81		5.77		25.2		0.63	3.62
06:50.6		39.81		5.77		25.3		0.63	3.62
06:51.6		39.81		5.78		25.3		0.63	3.62
06:52.6		39.81		5.78		25.4		0.63	3.62
06:53.6		39.81		5.76		25.5		0.63	3.62
06:54.6		39.81		5.77		25.5		0.64	3.63
06:55.6		39.81		5.79		25.6		0.64	3.63
06:56.6		39.81		5.77		25.7		0.64	3.63
06:57.6		39.81		5.78		25.7		0.64	3.63
06:58.6		39.81		5.77		25.8		0.64	3.63
06:59.6		39.81		5.79		25.9		0.64	3.63
07:00.6		39.81		5.79		25.9		0.65	3.64
07:01.6		39.81		5.78		26.0		0.65	3.64
07:02.6		39.81		5.77		26.0		0.65	3.64
07:03.6		39.81		5.78		26.1		0.65	3.64
07:04.6		39.81		5.77		26.2		0.65	3.64
07:05.6		39.80		5.78		26.2		0.65	3.64
07:06.6		39.81		5.79		26.3		0.65	3.65
07:07.6		39.81		5.78		26.4		0.66	3.65
07:08.6		39.80		5.78		26.4		0.66	3.65
07:09.6		39.80		5.78		26.5		0.66	3.65
07:10.6		39.80		5.78		26.6		0.66	3.65
07:11.6		39.81		5.77		26.6		0.66	3.65
07:12.6		39.81		5.76		26.7		0.66	3.66
07:13.6		39.81		5.79		26.7		0.67	3.66
07:14.6		39.81		5.77		26.8		0.67	3.66
07:15.6		39.80		5.78		26.9		0.67	3.66
07:16.6		39.81		5.79		26.9		0.67	3.66
07:17.6		39.81		5.79		27.0		0.67	3.66
07:18.6		39.81		5.78		27.1		0.67	3.67
07:19.6		39.80		5.76		27.1		0.68	3.67
07:20.6		39.80		5.79		27.2		0.68	3.67
07:21.6		39.81		5.78		27.3		0.68	3.67
07:22.6		39.81		5.78		27.3		0.68	3.67
07:23.6		39.80		5.79		27.4		0.68	3.67
07:24.6		39.80		5.77		27.5		0.68	3.67
07:25.6		39.81		5.78		27.5		0.69	3.68
07:26.6		39.80		5.78		27.6		0.69	3.68
07:27.6		39.80		5.77		27.6		0.69	3.68
07:28.6		39.81		5.78		27.7		0.69	3.68
07:29.6		39.80		5.78		27.8		0.69	3.68
07:30.6		39.81		5.77		27.8		0.69	3.68
07:31.6		39.80		5.77		27.9		0.70	3.69
07:32.6		39.80		5.78		28.0		0.70	3.69
07:33.6		39.80		5.79		28.0		0.70	3.69
07:34.6		39.80		5.78		28.1		0.70	3.69
07:35.6		39.80		5.78		28.2		0.70	3.69
07:36.6		39.80		5.78		28.2		0.70	3.69
07:37.6		39.81		5.77		28.3		0.70	3.70
07:38.6		39.80		5.77		28.3		0.71	3.70
07:39.6		39.81		5.77		28.4		0.71	3.70
07:40.6		39.80		5.77		28.5		0.71	3.70
07:41.6		39.80		5.77		28.5		0.71	3.70
07:42.6		39.80		5.78		28.6		0.71	3.70
07:43.6		39.80		5.79		28.7		0.71	3.71
07:44.6		39.80		5.76		28.7		0.72	3.71
07:45.6		39.80		5.78		28.8		0.72	3.71
07:46.6		39.80		5.77		28.9		0.72	3.71
07:47.6		39.80		5.76		28.9		0.72	3.71
07:48.6		39.80		5.77		29.0		0.72	3.71
07:49.6		39.80		5.78		29.0		0.72	3.71
07:50.6		39.81		5.78		29.1		0.73	3.72
07:51.6		39.80		5.76		29.2		0.73	3.72
07:52.6		39.80		5.77		29.2		0.73	3.72
07:53.6		39.80		5.77		29.3		0.73	3.72
07:54.6		39.80		5.78		29.4		0.73	3.72
07:55.6		39.80		5.75		29.4		0.73	3.72
07:56.6		39.80		5.78		29.5		0.74	3.73
07:57.6		39.80		5.77		29.6		0.74	3.73
07:58.6		39.80		5.76		29.6		0.74	3.73
07:59.6		39.80		5.75		29.7		0.74	3.73
08:00.6		39.80		5.79		29.8		0.74	3.73
08:01.6		39.80		5.77		29.8		0.74	3.73
08:02.6		39.80		5.76		29.9		0.74	3.74
08:03.6		39.80		5.77		29.9		0.75	3.74
08:04.6		39.79		5.77		30.0		0.75	3.74
08:05.6		39.79		5.77		30.1		0.75	3.74
08:06.6		39.79		5.76		30.1		0.75	3.74
08:07.6		39.79		5.77		30.2		0.75	3.74
08:08.6		39.78		5.76		30.3		0.75	3.75
08:09.6		39.78		5.77		30.3		0.76	3.75
08:10.6		39.77		5.77		30.4		0.76	3.75
08:11.6		39.76		5.77		30.5		0.76	3.75
08:12.6		39.76		5.77		30.5		0.76	3.75
08:13.6		39.75		5.76		30.6		0.76	3.75
08:14.6		39.74		5.77		30.6		0.76	3.75
08:15.6		39.74		5.77		30.7		0.77	3.76
08:16.6		39.72		5.75		30.8		0.77	3.76
08:17.6		39.72		5.76		30.8		0.77	3.76
08:18.6		39.71		5.76		30.9		0.77	3.76
08:19.6		39.70		5.75		31.0		0.77	3.76
08:20.6		39.70		5.74		31.0		0.77	3.76
08:21.6		39.69		5.76		31.1		0.78	3.77
08:22.6		39.68		5.78		31.2		0.78	3.77
08:23.6		39.67		5.76		31.2		0.78	3.77
08:24.6		39.67		5.77		31.3		0.78	3.77
08:25.6		39.67		5.76		31.3		0.78	3.77
08:26.6		39.66		5.77		31.4		0.78	3.77
08:27.6		39.66		5.76		31.5		0.78	3.78
08:28.6		39.66		5.77		31.5		0.79	3.78
08:29.6		39.66		5.77		31.6		0.79	3.78
08:30.6		39.66		5.77		31.7		0.79	3.78
08:31.6		39.66		5.77		31.7		0.79	3.78
08:32.6		39.66		5.76		31.8		0.79	3.78
08:33.6		39.66		5.77		31.8		0.79	3.78
08:34.6		39.65		5.77		31.9		0.80	3.79
08:35.6		39.66		5.77		32.0		0.80	3.79
08:36.6		39.66		5.77		32.0		0.80	3.79
08:37.6		39.66		5.77		32.1		0.80	3.79
08:38.6		39.66		5.77		32.2		0.80	3.79
08:39.6		39.66		5.77		32.2		0.80	3.79
08:40.6		39.66		5.75		32.3		0.81	3.80
08:41.6		39.66		5.76		32.4		0.81	3.80
08:42.6		39.66		5.77		32.4		0.81	3.80
08:43.6		39.65		5.75		32.5		0.81	3.80
08:44.6		39.66		5.76		32.5		0.81	3.80
08:45.6		39.66		5.74		32.6		0.81	3.80
08:46.6		39.66		5.76		32.7		0.82	3.81
08:47.6		39.66		5.77		32.7		0.82	3.81
08:48.6		39.65		5.75		32.8		0.82	3.81
08:49.6		39.66		5.76		32.9		0.82	3.81
08:50.6		39.66		5.76		32.9		0.82	3.81
08:51.6		39.66		5.77		33.0		0.82	3.81
08:52.6		39.66		5.76		33.1		0.82	3.82
08:53.6		39.66		5.76		33.1		0.83	3.82
08:54.6		39.66		5.75		33.2		0.83	3.82
08:55.6		39.66		5.76		33.2		0.83	3.82
08:56.6		39.66		5.77		33.3		0.83	3.82
08:57.6		39.65		5.77		33.4		0.83	3.82
08:58.6		39.66		5.77		33.4		0.83	3.82
08:59.6		39.65		5.76		33.5		0.84	3.83
09:00.6		39.66		5.76		33.6		0.84	3.83
09:01.6		39.65		5.76		33.6		0.84	3.83
09:02.6		39.66		5.75		33.7		0.84	3.83
09:03.6		39.66		5.76		33.8		0.84	3.83
