Time		V		A		Wh		Ah	CA_Ah
1:11:38.7	36.16		5.25		250.8		6.59	9.56
1:11:39.7	36.16		5.25		250.9		6.59	9.56
1:11:40.7	36.16		5.24		251.0		6.59	9.57
1:11:41.7	36.16		5.24		251.0		6.59	9.57
1:11:42.7	36.16		5.22		251.1		6.59	9.57
1:11:43.7	36.16		5.24		251.1		6.59	9.57
1:11:44.7	36.16		5.22		251.2		6.59	9.57
1:11:45.7	36.16		5.23		251.2		6.60	9.57
1:11:46.7	36.16		5.24		251.3		6.60	9.57
1:11:47.7	36.16		5.24		251.3		6.60	9.58
1:11:48.7	36.15		5.25		251.4		6.60	9.58
1:11:49.7	36.15		5.23		251.4		6.60	9.58
1:11:50.7	36.15		5.23		251.5		6.60	9.58
1:11:51.7	36.15		5.23		251.5		6.60	9.58
1:11:52.7	36.14		5.23		251.6		6.61	9.58
1:11:53.7	36.14		5.24		251.6		6.61	9.58
1:11:54.7	36.14		5.25		251.7		6.61	9.59
1:11:55.7	36.13		5.22		251.7		6.61	9.59
1:11:56.7	36.13		5.24		251.8		6.61	9.59
1:11:57.7	36.13		5.24		251.8		6.61	9.59
1:11:58.7	36.12		5.22		251.9		6.61	9.59
1:11:59.7	36.12		5.23		251.9		6.62	9.59
1:12:00.7	36.11		5.23		252.0		6.62	9.60
1:12:01.7	36.11		5.24		252.1		6.62	9.60
1:12:02.7	36.10		5.24		252.1		6.62	9.60
1:12:03.7	36.10		5.24		252.2		6.62	9.60
1:12:04.7	36.10		5.25		252.2		6.62	9.60
1:12:05.7	36.09		5.24		252.3		6.62	9.60
1:12:06.7	36.09		5.23		252.3		6.63	9.60
1:12:07.7	36.08		5.24		252.4		6.63	9.61
1:12:08.7	36.08		5.26		252.4		6.63	9.61
1:12:09.7	36.08		5.25		252.5		6.63	9.61
1:12:10.7	36.07		5.24		252.5		6.63	9.61
1:12:11.7	36.06		5.23		252.6		6.63	9.61
1:12:12.7	36.06		5.23		252.6		6.63	9.61
1:12:13.7	36.06		5.23		252.7		6.64	9.61
1:12:14.7	36.06		5.23		252.7		6.64	9.62
1:12:15.7	36.05		5.22		252.8		6.64	9.62
1:12:16.7	36.05		5.23		252.8		6.64	9.62
1:12:17.7	36.04		5.24		252.9		6.64	9.62
1:12:18.7	36.05		5.24		252.9		6.64	9.62
1:12:19.7	36.04		5.24		253.0		6.65	9.62
1:12:20.7	36.03		5.24		253.1		6.65	9.62
1:12:21.7	36.03		5.23		253.1		6.65	9.63
1:12:22.7	36.03		5.24		253.2		6.65	9.63
1:12:23.7	36.03		5.22		253.2		6.65	9.63
1:12:24.7	36.03		5.25		253.3		6.65	9.63
1:12:25.7	36.03		5.23		253.3		6.65	9.63
1:12:26.7	36.03		5.23		253.4		6.66	9.63
1:12:27.7	36.03		5.22		253.4		6.66	9.63
1:12:28.7	36.03		5.22		253.5		6.66	9.64
1:12:29.7	36.02		5.23		253.5		6.66	9.64
1:12:30.7	36.02		5.23		253.6		6.66	9.64
1:12:31.7	36.02		5.23		253.6		6.66	9.64
1:12:32.7	36.02		5.24		253.7		6.66	9.64
1:12:33.7	36.02		5.23		253.7		6.67	9.64
1:12:34.7	36.02		5.24		253.8		6.67	9.64
1:12:35.7	36.02		5.23		253.8		6.67	9.65
1:12:36.7	36.02		5.23		253.9		6.67	9.65
1:12:37.7	36.02		5.23		253.9		6.67	9.65
1:12:38.7	36.02		5.23		254.0		6.67	9.65
1:12:39.7	36.02		5.23		254.0		6.67	9.65
1:12:40.7	36.02		5.21		254.1		6.68	9.65
1:12:41.7	36.02		5.21		254.2		6.68	9.65
1:12:42.7	36.02		5.24		254.2		6.68	9.66
1:12:43.7	36.02		5.22		254.3		6.68	9.66
1:12:44.7	36.02		5.25		254.3		6.68	9.66
1:12:45.7	36.02		5.23		254.4		6.68	9.66
1:12:46.7	36.02		5.22		254.4		6.68	9.66
1:12:47.7	36.02		5.24		254.5		6.69	9.66
1:12:48.7	36.02		5.24		254.5		6.69	9.66
1:12:49.7	36.02		5.24		254.6		6.69	9.67
1:12:50.7	36.02		5.23		254.6		6.69	9.67
1:12:51.7	36.02		5.23		254.7		6.69	9.67
1:12:52.7	36.02		5.23		254.7		6.69	9.67
1:12:53.7	36.02		5.23		254.8		6.69	9.67
1:12:54.7	36.02		5.24		254.8		6.70	9.67
1:12:55.7	36.02		5.23		254.9		6.70	9.68
1:12:56.7	36.02		5.23		254.9		6.70	9.68
1:12:57.7	36.02		5.24		255.0		6.70	9.68
1:12:58.7	36.02		5.23		255.0		6.70	9.68
1:12:59.7	36.02		5.23		255.1		6.70	9.68
1:13:00.7	36.02		5.22		255.1		6.70	9.68
1:13:01.7	36.02		5.24		255.2		6.71	9.68
1:13:02.7	36.02		5.21		255.3		6.71	9.69
1:13:03.7	36.02		5.24		255.3		6.71	9.69
1:13:04.7	36.02		5.23		255.4		6.71	9.69
1:13:05.7	36.02		5.23		255.4		6.71	9.69
1:13:06.7	36.02		5.21		255.5		6.71	9.69
1:13:07.7	36.02		5.24		255.5		6.71	9.69
1:13:08.7	36.02		5.24		255.6		6.72	9.69
1:13:09.7	36.02		5.22		255.6		6.72	9.70
1:13:10.7	36.02		5.24		255.7		6.72	9.70
1:13:11.7	36.02		5.22		255.7		6.72	9.70
1:13:12.7	36.02		5.24		255.8		6.72	9.70
1:13:13.7	36.02		5.24		255.8		6.72	9.70
1:13:14.7	36.02		5.22		255.9		6.72	9.70
1:13:15.7	36.02		5.24		255.9		6.73	9.70
1:13:16.7	36.02		5.24		256.0		6.73	9.71
1:13:17.7	36.02		5.24		256.0		6.73	9.71
1:13:18.7	36.02		5.24		256.1		6.73	9.71
1:13:19.7	36.02		5.22		256.1		6.73	9.71
1:13:20.7	36.02		5.23		256.2		6.73	9.71
1:13:21.7	36.02		5.21		256.2		6.74	9.71
1:13:22.7	36.02		5.22		256.3		6.74	9.71
1:13:23.7	36.02		5.22		256.3		6.74	9.72
1:13:24.7	36.02		5.23		256.4		6.74	9.72
1:13:25.7	36.02		5.22		256.5		6.74	9.72
1:13:26.7	36.02		5.22		256.5		6.74	9.72
1:13:27.7	36.02		5.22		256.6		6.74	9.72
1:13:28.7	36.02		5.23		256.6		6.75	9.72
1:13:29.7	36.02		5.22		256.7		6.75	9.72
1:13:30.7	36.02		5.23		256.7		6.75	9.73
1:13:31.7	36.02		5.23		256.8		6.75	9.73
1:13:32.7	36.02		5.24		256.8		6.75	9.73
1:13:33.7	36.02		5.20		256.9		6.75	9.73
1:13:34.7	36.02		5.23		256.9		6.75	9.73
1:13:35.7	36.02		5.21		257.0		6.76	9.73
1:13:36.7	36.02		5.23		257.0		6.76	9.73
1:13:37.7	36.02		5.23		257.1		6.76	9.74
1:13:38.7	36.02		5.23		257.1		6.76	9.74
1:13:39.7	36.02		5.22		257.2		6.76	9.74
1:13:40.7	36.02		5.22		257.2		6.76	9.74
1:13:41.7	36.02		5.22		257.3		6.76	9.74
1:13:42.7	36.02		5.23		257.3		6.77	9.74
1:13:43.7	36.01		5.23		257.4		6.77	9.74
1:13:44.7	36.02		5.23		257.4		6.77	9.75
1:13:45.7	36.02		5.23		257.5		6.77	9.75
1:13:46.7	36.02		5.21		257.6		6.77	9.75
1:13:47.7	36.02		5.21		257.6		6.77	9.75
1:13:48.7	36.02		5.22		257.7		6.77	9.75
1:13:49.7	36.02		5.24		257.7		6.78	9.75
1:13:50.7	36.02		5.21		257.8		6.78	9.75
1:13:51.7	36.02		5.22		257.8		6.78	9.76
1:13:52.7	36.02		5.22		257.9		6.78	9.76
1:13:53.7	36.02		5.23		257.9		6.78	9.76
1:13:54.7	36.02		5.23		258.0		6.78	9.76
1:13:55.7	36.02		5.23		258.0		6.78	9.76
1:13:56.7	36.02		5.23		258.1		6.79	9.76
1:13:57.7	36.02		5.22		258.1		6.79	9.76
1:13:58.7	36.02		5.22		258.2		6.79	9.77
1:13:59.7	36.02		5.21		258.2		6.79	9.77
1:14:00.7	36.02		5.21		258.3		6.79	9.77
1:14:01.7	36.02		5.23		258.3		6.79	9.77
1:14:02.7	36.02		5.22		258.4		6.79	9.77
1:14:03.7	36.02		5.21		258.4		6.80	9.77
1:14:04.7	36.02		5.22		258.5		6.80	9.77
1:14:05.7	36.02		5.22		258.5		6.80	9.78
1:14:06.7	36.02		5.23		258.6		6.80	9.78
1:14:07.7	36.02		5.23		258.6		6.80	9.78
1:14:08.7	36.02		5.21		258.7		6.80	9.78
1:14:09.7	36.02		5.23		258.8		6.80	9.78
1:14:10.7	36.01		5.22		258.8		6.81	9.78
1:14:11.7	36.02		5.22		258.9		6.81	9.78
1:14:12.7	36.02		5.21		258.9		6.81	9.79
1:14:13.7	36.02		5.22		259.0		6.81	9.79
1:14:14.7	36.02		5.22		259.0		6.81	9.79
1:14:15.7	36.01		5.22		259.1		6.81	9.79
1:14:16.7	36.02		5.23		259.1		6.81	9.79
1:14:17.7	36.02		5.21		259.2		6.82	9.79
1:14:18.7	36.02		5.24		259.2		6.82	9.79
1:14:19.7	36.02		5.24		259.3		6.82	9.80
1:14:20.7	36.02		5.24		259.3		6.82	9.80
1:14:21.7	36.02		5.23		259.4		6.82	9.80
1:14:22.7	36.02		5.23		259.4		6.82	9.80
1:14:23.7	36.02		5.23		259.5		6.83	9.80
1:14:24.7	36.02		5.20		259.5		6.83	9.80
1:14:25.7	36.02		5.22		259.6		6.83	9.81
1:14:26.7	36.02		5.21		259.6		6.83	9.81
1:14:27.7	36.02		5.23		259.7		6.83	9.81
1:14:28.7	36.02		5.25		259.7		6.83	9.81
1:14:29.7	36.02		5.23		259.8		6.83	9.81
1:14:30.7	36.02		5.23		259.9		6.84	9.81
1:14:31.7	36.02		5.22		259.9		6.84	9.81
1:14:32.7	36.02		5.21		260.0		6.84	9.82
1:14:33.7	36.02		5.22		260.0		6.84	9.82
1:14:34.7	36.02		5.21		260.1		6.84	9.82
1:14:35.7	36.02		5.21		260.1		6.84	9.82
1:14:36.7	36.02		5.24		260.2		6.84	9.82
1:14:37.7	36.02		5.23		260.2		6.85	9.82
1:14:38.7	36.02		5.24		260.3		6.85	9.82
1:14:39.7	36.02		5.21		260.3		6.85	9.83
1:14:40.7	36.02		5.23		260.4		6.85	9.83
1:14:41.7	36.02		5.22		260.4		6.85	9.83
1:14:42.7	36.02		5.21		260.5		6.85	9.83
1:14:43.7	36.01		5.21		260.5		6.85	9.83
1:14:44.7	36.02		5.22		260.6		6.86	9.83
1:14:45.7	36.02		5.23		260.6		6.86	9.83
1:14:46.7	36.02		5.22		260.7		6.86	9.84
1:14:47.7	36.02		5.23		260.7		6.86	9.84
1:14:48.7	36.01		5.23		260.8		6.86	9.84
1:14:49.7	36.02		5.23		260.8		6.86	9.84
1:14:50.7	36.02		5.23		260.9		6.86	9.84
1:14:51.7	36.02		5.23		260.9		6.87	9.84
1:14:52.7	36.02		5.21		261.0		6.87	9.84
1:14:53.7	36.02		5.20		261.1		6.87	9.85
1:14:54.7	36.02		5.22		261.1		6.87	9.85
1:14:55.7	36.02		5.23		261.2		6.87	9.85
1:14:56.7	36.02		5.22		261.2		6.87	9.85
1:14:57.7	36.02		5.23		261.3		6.87	9.85
1:14:58.7	36.02		5.21		261.3		6.88	9.85
1:14:59.7	36.02		5.22		261.4		6.88	9.85
1:15:00.7	36.02		5.21		261.4		6.88	9.86
1:15:01.7	36.01		5.21		261.5		6.88	9.86
1:15:02.7	36.01		5.22		261.5		6.88	9.86
1:15:03.7	36.02		5.21		261.6		6.88	9.86
1:15:04.7	36.02		5.21		261.6		6.88	9.86
1:15:05.7	36.02		5.22		261.7		6.89	9.86
1:15:06.7	36.01		5.23		261.7		6.89	9.86
1:15:07.7	36.02		5.22		261.8		6.89	9.87
1:15:08.7	36.02		5.21		261.8		6.89	9.87
1:15:09.7	36.01		5.23		261.9		6.89	9.87
1:15:10.7	36.02		5.22		261.9		6.89	9.87
1:15:11.7	36.01		5.21		262.0		6.89	9.87
1:15:12.7	36.01		5.23		262.0		6.90	9.87
1:15:13.7	36.01		5.21		262.1		6.90	9.87
1:15:14.7	36.02		5.21		262.1		6.90	9.88
1:15:15.7	36.01		5.22		262.2		6.90	9.88
1:15:16.7	36.01		5.22		262.3		6.90	9.88
1:15:17.7	36.01		5.22		262.3		6.90	9.88
1:15:18.7	36.02		5.21		262.4		6.90	9.88
1:15:19.7	36.02		5.20		262.4		6.91	9.88
1:15:20.7	36.01		5.22		262.5		6.91	9.88
1:15:21.7	36.01		5.22		262.5		6.91	9.89
1:15:22.7	36.01		5.22		262.6		6.91	9.89
1:15:23.7	36.01		5.20		262.6		6.91	9.89
1:15:24.7	36.02		5.22		262.7		6.91	9.89
1:15:25.7	36.01		5.22		262.7		6.91	9.89
1:15:26.7	36.01		5.21		262.8		6.92	9.89
1:15:27.7	36.01		5.22		262.8		6.92	9.89
1:15:28.7	36.01		5.22		262.9		6.92	9.90
1:15:29.7	36.01		5.21		262.9		6.92	9.90
1:15:30.7	36.01		5.20		263.0		6.92	9.90
1:15:31.7	36.01		5.22		263.0		6.92	9.90
1:15:32.7	36.01		5.23		263.1		6.93	9.90
1:15:33.7	36.01		5.22		263.1		6.93	9.90
1:15:34.7	36.01		5.22		263.2		6.93	9.90
1:15:35.7	36.01		5.21		263.2		6.93	9.91
1:15:36.7	36.01		5.23		263.3		6.93	9.91
1:15:37.7	36.01		5.23		263.3		6.93	9.91
1:15:38.7	36.00		5.22		263.4		6.93	9.91
1:15:39.7	36.00		5.21		263.5		6.94	9.91
1:15:40.7	36.00		5.22		263.5		6.94	9.91
1:15:41.7	36.00		5.21		263.6		6.94	9.92
1:15:42.7	36.00		5.22		263.6		6.94	9.92
1:15:43.7	35.99		5.19		263.7		6.94	9.92
1:15:44.7	35.99		5.21		263.7		6.94	9.92
1:15:45.7	35.99		5.20		263.8		6.94	9.92
1:15:46.7	35.98		5.22		263.8		6.95	9.92
1:15:47.7	35.98		5.21		263.9		6.95	9.92
1:15:48.7	35.98		5.21		263.9		6.95	9.93
1:15:49.7	35.97		5.20		264.0		6.95	9.93
1:15:50.7	35.97		5.20		264.0		6.95	9.93
1:15:51.7	35.97		5.22		264.1		6.95	9.93
1:15:52.7	35.96		5.21		264.1		6.95	9.93
1:15:53.7	35.96		5.20		264.2		6.96	9.93
1:15:54.7	35.95		5.21		264.2		6.96	9.93
1:15:55.7	35.95		5.22		264.3		6.96	9.94
1:15:56.7	35.94		5.21		264.3		6.96	9.94
1:15:57.7	35.94		5.22		264.4		6.96	9.94
1:15:58.7	35.94		5.22		264.4		6.96	9.94
1:15:59.7	35.93		5.23		264.5		6.96	9.94
1:16:00.7	35.93		5.20		264.5		6.97	9.94
1:16:01.7	35.92		5.22		264.6		6.97	9.94
1:16:02.7	35.92		5.21		264.6		6.97	9.95
1:16:03.7	35.92		5.21		264.7		6.97	9.95
1:16:04.7	35.91		5.22		264.8		6.97	9.95
1:16:05.7	35.91		5.20		264.8		6.97	9.95
1:16:06.7	35.91		5.21		264.9		6.97	9.95
1:16:07.7	35.90		5.21		264.9		6.98	9.95
1:16:08.7	35.90		5.21		265.0		6.98	9.95
1:16:09.7	35.90		5.21		265.0		6.98	9.96
1:16:10.7	35.89		5.20		265.1		6.98	9.96
1:16:11.7	35.89		5.21		265.1		6.98	9.96
1:16:12.7	35.89		5.22		265.2		6.98	9.96
1:16:13.7	35.89		5.21		265.2		6.98	9.96
1:16:14.7	35.88		5.20		265.3		6.99	9.96
1:16:15.7	35.88		5.19		265.3		6.99	9.96
1:16:16.7	35.88		5.22		265.4		6.99	9.97
1:16:17.7	35.88		5.21		265.4		6.99	9.97
1:16:18.7	35.88		5.21		265.5		6.99	9.97
1:16:19.7	35.88		5.21		265.5		6.99	9.97
1:16:20.7	35.87		5.21		265.6		6.99	9.97
1:16:21.7	35.87		5.20		265.6		7.00	9.97
1:16:22.7	35.87		5.22		265.7		7.00	9.97
1:16:23.7	35.87		5.21		265.7		7.00	9.98
1:16:24.7	35.87		5.22		265.8		7.00	9.98
1:16:25.7	35.87		5.22		265.8		7.00	9.98
1:16:26.7	35.87		5.22		265.9		7.00	9.98
1:16:27.7	35.87		5.21		265.9		7.00	9.98
1:16:28.7	35.87		5.21		266.0		7.01	9.98
1:16:29.7	35.87		5.22		266.1		7.01	9.98
1:16:30.7	35.87		5.19		266.1		7.01	9.99
1:16:31.7	35.87		5.20		266.2		7.01	9.99
1:16:32.7	35.87		5.20		266.2		7.01	9.99
1:16:33.7	35.87		5.20		266.3		7.01	9.99
1:16:34.7	35.87		5.20		266.3		7.01	9.99
1:16:35.7	35.87		5.22		266.4		7.02	9.99
1:16:36.7	35.87		5.21		266.4		7.02	9.99
1:16:37.7	35.87		5.21		266.5		7.02	10.00
1:16:38.7	35.87		5.21		266.5		7.02	10.00
1:16:39.7	35.87		5.20		266.6		7.02	10.00
1:16:40.7	35.87		5.22		266.6		7.02	10.00
1:16:41.7	35.87		5.20		266.7		7.02	10.00
1:16:42.7	35.87		5.21		266.7		7.03	10.00
1:16:43.7	35.87		5.21		266.8		7.03	10.00
1:16:44.7	35.87		5.21		266.8		7.03	10.01
1:16:45.7	35.87		5.21		266.9		7.03	10.01
1:16:46.7	35.87		5.22		266.9		7.03	10.01
1:16:47.7	35.87		5.20		267.0		7.03	10.01
1:16:48.7	35.87		5.20		267.0		7.04	10.01
1:16:49.7	35.87		5.21		267.1		7.04	10.01
1:16:50.7	35.87		5.22		267.1		7.04	10.01
1:16:51.7	35.87		5.21		267.2		7.04	10.02
1:16:52.7	35.87		5.21		267.2		7.04	10.02
1:16:53.7	35.87		5.22		267.3		7.04	10.02
1:16:54.7	35.87		5.21		267.3		7.04	10.02
1:16:55.7	35.87		5.21		267.4		7.05	10.02
1:16:56.7	35.87		5.20		267.5		7.05	10.02
1:16:57.7	35.87		5.21		267.5		7.05	10.02
1:16:58.7	35.87		5.20		267.6		7.05	10.03
1:16:59.7	35.87		5.21		267.6		7.05	10.03
1:17:00.7	35.87		5.21		267.7		7.05	10.03
1:17:01.7	35.87		5.22		267.7		7.05	10.03
1:17:02.7	35.87		5.22		267.8		7.06	10.03
1:17:03.7	35.87		5.19		267.8		7.06	10.03
1:17:04.7	35.87		5.21		267.9		7.06	10.03
1:17:05.7	35.87		5.20		267.9		7.06	10.04
1:17:06.7	35.87		5.20		268.0		7.06	10.04
1:17:07.7	35.87		5.22		268.0		7.06	10.04
1:17:08.7	35.87		5.23		268.1		7.06	10.04
1:17:09.7	35.87		5.21		268.1		7.07	10.04
1:17:10.7	35.87		5.21		268.2		7.07	10.04
1:17:11.7	35.87		5.21		268.2		7.07	10.04
1:17:12.7	35.87		5.21		268.3		7.07	10.05
1:17:13.7	35.87		5.20		268.3		7.07	10.05
1:17:14.7	35.87		5.21		268.4		7.07	10.05
1:17:15.7	35.87		5.21		268.4		7.07	10.05
1:17:16.7	35.87		5.21		268.5		7.08	10.05
1:17:17.7	35.87		5.21		268.5		7.08	10.05
1:17:18.7	35.87		5.22		268.6		7.08	10.05
1:17:19.7	35.87		5.20		268.6		7.08	10.06
1:17:20.7	35.87		5.19		268.7		7.08	10.06
1:17:21.7	35.87		5.19		268.8		7.08	10.06
1:17:22.7	35.87		5.22		268.8		7.08	10.06
1:17:23.7	35.87		5.21		268.9		7.09	10.06
1:17:24.7	35.87		5.20		268.9		7.09	10.06
1:17:25.7	35.87		5.20		269.0		7.09	10.06
1:17:26.7	35.87		5.20		269.0		7.09	10.07
1:17:27.7	35.87		5.22		269.1		7.09	10.07
1:17:28.7	35.87		5.22		269.1		7.09	10.07
1:17:29.7	35.87		5.22		269.2		7.09	10.07
1:17:30.7	35.87		5.21		269.2		7.10	10.07
1:17:31.7	35.87		5.21		269.3		7.10	10.07
1:17:32.7	35.87		5.21		269.3		7.10	10.07
1:17:33.7	35.87		5.19		269.4		7.10	10.08
1:17:34.7	35.87		5.20		269.4		7.10	10.08
1:17:35.7	35.87		5.19		269.5		7.10	10.08
1:17:36.7	35.87		5.20		269.5		7.10	10.08
1:17:37.7	35.87		5.20		269.6		7.11	10.08
1:17:38.7	35.87		5.20		269.6		7.11	10.08
1:17:39.7	35.87		5.20		269.7		7.11	10.09
1:17:40.7	35.87		5.20		269.7		7.11	10.09
1:17:41.7	35.87		5.20		269.8		7.11	10.09
1:17:42.7	35.87		5.20		269.8		7.11	10.09
1:17:43.7	35.87		5.20		269.9		7.11	10.09
1:17:44.7	35.87		5.21		269.9		7.12	10.09
1:17:45.7	35.87		5.19		270.0		7.12	10.09
1:17:46.7	35.87		5.20		270.0		7.12	10.10
1:17:47.7	35.87		5.20		270.1		7.12	10.10
1:17:48.7	35.87		5.22		270.2		7.12	10.10
1:17:49.7	35.87		5.20		270.2		7.12	10.10
1:17:50.7	35.87		5.21		270.3		7.12	10.10
1:17:51.7	35.87		5.20		270.3		7.13	10.10
1:17:52.7	35.87		5.21		270.4		7.13	10.10
1:17:53.7	35.87		5.21		270.4		7.13	10.11
1:17:54.7	35.87		5.20		270.5		7.13	10.11
1:17:55.7	35.87		5.20		270.5		7.13	10.11
1:17:56.7	35.87		5.20		270.6		7.13	10.11
1:17:57.7	35.86		5.19		270.6		7.13	10.11
1:17:58.7	35.87		5.20		270.7		7.14	10.11
1:17:59.7	35.87		5.22		270.7		7.14	10.11
1:18:00.7	35.87		5.20		270.8		7.14	10.12
1:18:01.7	35.87		5.20		270.8		7.14	10.12
1:18:02.7	35.87		5.21		270.9		7.14	10.12
1:18:03.7	35.87		5.21		270.9		7.14	10.12
1:18:04.7	35.87		5.20		271.0		7.14	10.12
1:18:05.7	35.87		5.19		271.0		7.15	10.12
1:18:06.7	35.87		5.20		271.1		7.15	10.12
1:18:07.7	35.87		5.20		271.1		7.15	10.12
1:18:08.7	35.87		5.20		271.2		7.15	10.13
1:18:09.7	35.86		5.19		271.2		7.15	10.13
1:18:10.7	35.87		5.22		271.3		7.15	10.13
1:18:11.7	35.87		5.20		271.3		7.16	10.13
1:18:12.7	35.87		5.21		271.4		7.16	10.13
1:18:13.7	35.86		5.20		271.4		7.16	10.13
1:18:14.7	35.87		5.21		271.5		7.16	10.13
1:18:15.7	35.87		5.20		271.5		7.16	10.14
1:18:16.7	35.87		5.21		271.6		7.16	10.14
1:18:17.7	35.87		5.19		271.7		7.16	10.14
1:18:18.7	35.87		5.19		271.7		7.17	10.14
1:18:19.7	35.87		5.19		271.8		7.17	10.14
1:18:20.7	35.86		5.20		271.8		7.17	10.14
1:18:21.7	35.87		5.21		271.9		7.17	10.15
1:18:22.7	35.87		5.20		271.9		7.17	10.15
1:18:23.7	35.86		5.21		272.0		7.17	10.15
1:18:24.7	35.87		5.20		272.0		7.17	10.15
1:18:25.7	35.87		5.19		272.1		7.18	10.15
1:18:26.7	35.87		5.21		272.1		7.18	10.15
1:18:27.7	35.87		5.20		272.2		7.18	10.15
1:18:28.7	35.87		5.20		272.2		7.18	10.16
1:18:29.7	35.86		5.20		272.3		7.18	10.16
1:18:30.7	35.87		5.19		272.3		7.18	10.16
1:18:31.7	35.86		5.20		272.4		7.18	10.16
1:18:32.7	35.87		5.20		272.4		7.19	10.16
1:18:33.7	35.87		5.19		272.5		7.19	10.16
1:18:34.7	35.87		5.20		272.5		7.19	10.16
1:18:35.7	35.87		5.21		272.6		7.19	10.17
1:18:36.7	35.87		5.22		272.6		7.19	10.17
1:18:37.7	35.87		5.20		272.7		7.19	10.17
1:18:38.7	35.87		5.22		272.7		7.19	10.17
1:18:39.7	35.87		5.22		272.8		7.20	10.17
1:18:40.7	35.86		5.20		272.8		7.20	10.17
1:18:41.7	35.87		5.21		272.9		7.20	10.17
1:18:42.7	35.87		5.20		272.9		7.20	10.18
1:18:43.7	35.87		5.18		273.0		7.20	10.18
1:18:44.7	35.87		5.20		273.1		7.20	10.18
1:18:45.7	35.87		5.21		273.1		7.20	10.18
1:18:46.7	35.87		5.19		273.2		7.21	10.18
1:18:47.7	35.86		5.19		273.2		7.21	10.18
1:18:48.7	35.87		5.21		273.3		7.21	10.18
1:18:49.7	35.87		5.19		273.3		7.21	10.19
1:18:50.7	35.87		5.19		273.4		7.21	10.19
1:18:51.7	35.87		5.19		273.4		7.21	10.19
1:18:52.7	35.87		5.20		273.5		7.21	10.19
1:18:53.7	35.87		5.19		273.5		7.22	10.19
1:18:54.7	35.87		5.20		273.6		7.22	10.19
1:18:55.7	35.87		5.21		273.6		7.22	10.20
1:18:56.7	35.86		5.21		273.7		7.22	10.20
1:18:57.7	35.87		5.18		273.7		7.22	10.20
1:18:58.7	35.87		5.19		273.8		7.22	10.20
1:18:59.7	35.87		5.21		273.8		7.22	10.20
1:19:00.7	35.87		5.19		273.9		7.23	10.20
1:19:01.7	35.87		5.20		273.9		7.23	10.20
1:19:02.7	35.87		5.18		274.0		7.23	10.21
1:19:03.7	35.87		5.21		274.0		7.23	10.21
1:19:04.7	35.87		5.19		274.1		7.23	10.21
1:19:05.7	35.86		5.20		274.1		7.23	10.21
1:19:06.7	35.87		5.20		274.2		7.23	10.21
1:19:07.7	35.87		5.19		274.2		7.24	10.21
1:19:08.7	35.86		5.18		274.3		7.24	10.21
1:19:09.7	35.86		5.18		274.3		7.24	10.21
1:19:10.7	35.86		5.18		274.4		7.24	10.22
1:19:11.7	35.87		5.21		274.4		7.24	10.22
1:19:12.7	35.86		5.20		274.5		7.24	10.22
1:19:13.7	35.87		5.22		274.6		7.24	10.22
1:19:14.7	35.86		5.20		274.6		7.25	10.22
1:19:15.7	35.87		5.21		274.7		7.25	10.22
1:19:16.7	35.86		5.21		274.7		7.25	10.22
1:19:17.7	35.87		5.20		274.8		7.25	10.23
1:19:18.7	35.86		5.20		274.8		7.25	10.23
1:19:19.7	35.87		5.19		274.9		7.25	10.23
1:19:20.7	35.86		5.20		274.9		7.25	10.23
1:19:21.7	35.87		5.20		275.0		7.26	10.23
1:19:22.7	35.86		5.20		275.0		7.26	10.23
1:19:23.7	35.86		5.20		275.1		7.26	10.23
1:19:24.7	35.87		5.20		275.1		7.26	10.24
1:19:25.7	35.86		5.20		275.2		7.26	10.24
1:19:26.7	35.86		5.20		275.2		7.26	10.24
1:19:27.7	35.86		5.18		275.3		7.26	10.24
1:19:28.7	35.86		5.20		275.3		7.27	10.24
1:19:29.7	35.86		5.19		275.4		7.27	10.24
1:19:30.7	35.86		5.20		275.4		7.27	10.24
1:19:31.7	35.87		5.19		275.5		7.27	10.25
1:19:32.7	35.86		5.19		275.5		7.27	10.25
1:19:33.7	35.87		5.19		275.6		7.27	10.25
1:19:34.7	35.86		5.20		275.6		7.27	10.25
1:19:35.7	35.86		5.21		275.7		7.28	10.25
1:19:36.7	35.86		5.18		275.7		7.28	10.25
1:19:37.7	35.86		5.19		275.8		7.28	10.26
1:19:38.7	35.86		5.19		275.8		7.28	10.26
1:19:39.7	35.86		5.19		275.9		7.28	10.26
1:19:40.7	35.86		5.19		276.0		7.28	10.26
1:19:41.7	35.86		5.17		276.0		7.29	10.26
1:19:42.7	35.86		5.22		276.1		7.29	10.26
1:19:43.7	35.86		5.21		276.1		7.29	10.26
1:19:44.7	35.86		5.18		276.2		7.29	10.27
1:19:45.7	35.86		5.18		276.2		7.29	10.27
1:19:46.7	35.86		5.20		276.3		7.29	10.27
1:19:47.7	35.86		5.20		276.3		7.29	10.27
1:19:48.7	35.86		5.19		276.4		7.30	10.27
1:19:49.7	35.86		5.19		276.4		7.30	10.27
1:19:50.7	35.86		5.19		276.5		7.30	10.27
1:19:51.7	35.86		5.19		276.5		7.30	10.28
1:19:52.7	35.85		5.19		276.6		7.30	10.28
1:19:53.7	35.85		5.19		276.6		7.30	10.28
1:19:54.7	35.85		5.19		276.7		7.30	10.28
1:19:55.7	35.85		5.19		276.7		7.31	10.28
1:19:56.7	35.85		5.20		276.8		7.31	10.28
